x,y,z,f
20,0.9,20,23.8
20,0.95,-20,19.9
20,0.95,-15,20.4
20,0.95,-10,20.9
20,0.95,-5,21.4
20,0.95,0,21.9
20,0.95,5,22.4
20,0.95,10,22.9
20,0.95,15,23.4
20,0.95,20,23.9
20,1,-20,20
20,1,-15,20.5
20,1,-10,21
20,1,-5,21.5
20,1,0,22
20,1,5,22.5
20,1,10,23
20,1,15,23.5
20,1,20,24
20,1.05,-20,20.1
20,1.05,-15,20.6
20,1.05,-10,21.1
20,1.05,-5,21.6
20,1.05,0,22.1
20,1.05,5,22.6
20,1.05,10,23.1
20,1.05,15,23.6
20,1.05,20,24.1
20,1.1,-20,20.2
20,1.1,-15,20.7
20,1.1,-10,21.2
20,1.1,-5,21.7
20,1.1,0,22.2
20,1.1,5,22.7
20,1.1,10,23.2
20,1.1,15,23.7
20,1.1,20,24.2
20,1.2,-20,20.4
20,1.2,-15,20.9
20,1.2,-10,21.4
20,1.2,-5,21.9
20,1.2,0,22.4
20,1.2,5,22.9
20,1.2,10,23.4
20,1.2,15,23.9
20,1.2,20,24.4
20,1.3,-20,20.6
20,1.3,-15,21.1
20,1.3,-10,21.6
20,1.3,-5,22.1
20,1.3,0,22.6
20,1.3,5,23.1
20,1.3,10,23.6
20,1.3,15,24.1
20,1.3,20,24.6
20,1.4,-20,20.8
20,1.4,-15,21.3
20,1.4,-10,21.8
20,1.4,-5,22.3
20,1.4,0,22.8
20,1.4,5,23.3
20,1.4,10,23.8
20,1.4,15,24.3
20,1.4,20,24.8
20,1.5,-20,21
20,1.5,-15,21.5
20,1.5,-10,22
20,1.5,-5,22.5
20,1.5,0,23
20,1.5,5,23.5
20,1.5,10,24
20,1.5,15,24.5
20,1.5,20,25
